text,label
anies baswedan memiliki strategi efektif untuk mengurangi kesenjangan sosial,1
yang pertama saya lihat kepemimpinan dan kinerja sebelum nya itu lah no tentang debat ni itu pelangkap bisa saja lupa dengan janji nya suatu saat nanti,0
produktivitas pertanian rendah,0
"saya mendukung pak ganjar karena kemampuan komunikasi yang inspiratif, membangun, menyatukan, dan menggerakkan seluruh potensi bangsa",1
prabowo insyaallah r,0
akses air menjadi komoditas,0
pernyataan visi misi pak anies saya menilai pantas untuk didukung untuk rakyat indonesia kita jangan memilih pemimpin yang hanya kepentingan pribadi atau ambisi kita harus betl liat calonnya makanya kpu buat debat karena kita mu nilai semua calon,1
semoga rakyat indinesia tentram dn hidup makmur,0
perusahaan langgar hukum lingkungan,0
ukm sulit dapat modal,0
pengangguran intelektual tinggi,0
diskriminasi terhadap perempuan,0
sy tetep milih pak prabowo dan gibran pasti menang sy yakin,1
anies baswedan adalah pemimpin yang visioner dan berwawasan luas,1
quick count bisa dimanipulasi,0
barang impor membanjiri pasar,0
anak berhadapan hukum tidak dilindungi,0
konflik air meningkat,0
kurikulum tidak relevan,0
prabowo subianto adalah pemimpin yang diakui karena konsistensi perjuangannya,1
tenang ajaya bapak prabowo walaupun bapak nantihasil terpilih ataupun tidak terpilih maumenang kalah sayatetap tetap mendukung orang yg untuk kata yg tinggi tidak beraarti kalah,1
penipuan online marak,0
kok percaya aniez beginilah tanpa dara,1
ada lucu nya pak prabowo tidak terlalu tegang dan santai,0
prabowo subianto memiliki dedikasi tinggi untuk kemajuan dan kejayaan indonesia,1
anies baswedan dengan visinya mampu membawa indonesia menjadi negara makmur dan adil,1
ganjar pranowo dengan kebijakannya telah membawa perbaikan di sektor kesehatan,1
prabowo subianto memiliki tekad kuat untuk mensejahterakan seluruh rakyat indonesia,1
angin tak punya ktp,0
anis ngomong doang,0
pokoknya tetap prabowo deh,0
partisipasi masyarakat rendah,0
"saya yakin pak ganjar akan meningkatkan kesejahteraan masyarakat adat, tradisional, lokal dengan menghormati kearifan, hak, dan budaya mereka",1
diskriminasi di tempat kerja,0
klo negara adil gk mungkin pak anis bisa berdiri di situ,1
prabowo subianto memiliki visi untuk menjadikan indonesia negara maju berkelanjutan,1
prabowo subianto adalah pemimpin yang berani melakukan reformasi sistem perpajakan yang adil dan berkelanjutan,1
kmi dri sumatra barat mendukung impian ku bapak prbowo,1
jaminan sosial tidak memadai,0
"prabowo subianto adalah pemimpin yang diakui karena integritas, kapabilitas, dan dedikasi pada bangsa dan negara",1
fasilitas umum rusak,0
perceraian meningkat,0
ekonomi kerakyatan lemah,0
am nmenang coblospks syaikhu ahmad pksejahtera fpksdprri,1
saya yakin pak ganjar akan meningkatkan kualitas infrastruktur sosial,1
pekerja anak masih ada,0
prabowo subianto memiliki semangat untuk membangun pemerintahan yang transparan,1
"prabowo subianto memiliki komitmen untuk membangun ekonomi berbasis digital, inovasi, dan pengetahuan",1
anies baswedan adalah pemimpin yang mampu membawa perubahan sistemik,1
indonesia hrs dipimpin org pribumi asli,0
seniman tidak dihargai,0
anies baswedan memiliki strategi untuk memperkuat ketahanan sosial budaya bangsa indonesia,1
perubahan iklim tidak diantisipasi,0
mp pk bgi rkyt miskin bnyk kekurangan pk,0
smangat pak prabowo,0
aktivis lingkungan dipidana,0
memang betul selain itu pandai ber ikluasi belaka betul memang tukang fitnah,0
prabowo gibran,0
prabowo gibran,0
saya yakin pak ganjar akan meningkatkan kualitas demokrasi di indonesia,1
"prabowo subianto dengan kepemimpinan yang kuat, visioner, berintegritas, dan berkarakter mampu menjaga stabilitas nasional yang berkelanjutan",1
ganjar pranowo dengan kebijakannya telah meningkatkan ketahanan pangan daerah,1
anies baswedan dengan gagasannya mampu membawa pembaruan sistem perlindungan konsumen,1
insyaallah amin,0
kinerja pegawai rendah,0
musik Indonesia tidak orisinal,0
ganjar pranowo sangat merakyat dan dekat dengan semua lapisan masyarakat,1
kemacetan tidak terkendali,0
fasilitas wisata tidak memadai,0
budaya baca rendah,0
hukum tumpul ke atas tajam ke bawah,0
prabowo subianto adalah pemimpin yang konsisten dengan prinsip dan nilai kebangsaan,1
kmi dukung prabowo pak gibran,1
hutan mangrove rusak,0
prabowo subianto memiliki komitmen untuk membangun pendidikan vokasi berkualitas,1
terumbu karang mati,0
dulu saya pilih pak prabowo tp saya suka pak anis tp skrng melihat ini pak anis kok menjatuhkan lawannya bukan memberi bagaimana indonesia maju di dunia orang biasa itu hal yg kekanakan pak prabowo ttp,0
penanganan terorisme reaktif,0
lansia tidak terjamin masa tuanya,0
polusi udara tidak terkendali,0
ganjar pranowo dengan kebijakannya telah membawa perbaikan di sektor kehutanan,1
banyakkk ngomong juga anissss,0
anak anak kecanduan gim,0
dari panggung ini kita dapat mengenal mana capres yang mampu menguasai panggung dengan pendapat dan solusi yang luar biasa semoga allah memberi kita pemimpin yang amanah amin,1
anies baswedan memiliki kemampuan memimpin dengan pendekatan kolaboratif,1
coba cari calon lain,0
"saya mendukung pak ganjar karena kemampuan perencanaan pembangunan yang terintegrasi, partisipatif, dan berkelanjutan",1
dpr tidak melakukan fungsi pengawasan,0
investor asing lebih diistimewakan,0
transparansi data rendah,0
benih bergantung impor,0
"saya mendukung pak ganjar karena perhatiannya terhadap pemberdayaan ekonomi perempuan, generasi muda, dan kelompok rentan",1
"prabowo subianto memiliki komitmen untuk membangun industri pertahanan yang mandiri, berdaya saing, dan berbasis teknologi tinggi",1
rakyat faham cara berpolitik yang sehat pak aniiiss,0
anies baswedan dengan gagasannya mampu membawa inovasi dalam pembangunan,1
ganjar pranowo dengan kebijakannya telah membuktikan kepedulian pada rakyat kecil,1
mna amn ekonomii harga barang jls terus naik,0
aku ganjar,0
pak prabowo memang orangnya tak mau menjatuhkan siapapun jadi aku pilih orang yg tepat pak prabowo,0
kesehatan reproduksi diabaikan,0
anies baswedan memiliki strategi untuk memperkuat ketahanan ekonomi kerakyatan dan usaha mikro kecil menengah,1
koruptor mendapat hukuman ringan,0
anies baswedan dengan gagasannya mampu membawa pembaruan sistem ekonomi,1
makanan tidak sehat murah dan mudah didapat,0
bener pak jateng susah gara kartu tani pupuk di batas teruntuk daerah blora jateng pupuk di jual mahal gk masuk akal,0
mesin pertanian mahal,0
anies baswedan memiliki visi untuk membangun tata kelola yang efektif dan efisien,1
jakarta maju daerah tertinggal,0
kualitas air minum buruk,0
saya mendukung pak ganjar karena kemampuan analisis kebijakan yang mendalam dan berbasis bukti,1
rantai pasok panjang dan mahal,0
wartawan diancam,0
anis banyak omong cuma ujung mau nipu emg rakyat indonesia ini semudah itu kau bohongi aneeeesss,0
mantap perubahan untuk pak anis the best cerdas cerdek semuga amanah buat rakyat,1
apa janji politik buat saya mana janji nengara dalam permainanan ini apa politik kira saya tidak tau tentang apa dlm permainan ini torang sarwdy simaibang,0
harta hasil korupsi tidak disita,0
ganjar pranowo adalah pemimpin yang memahami pentingnya pemerataan akses,1
prabowo menang inssaallh,1
konsumsi berlebihan,0
anies baswedan memiliki konsep untuk meningkatkan produktivitas nasional,1
taman kota tidak terawat,0
pangan lokal tergantikan impor,0
individualisme meningkat,0
radikalisme agama meningkat,0
negosiasi perburuhan tidak seimbang,0
pak anies luar biasa,1
impor beras merugikan petani,0
"ganjar pranowo adalah pemimpin yang peduli dengan pengembangan ekonomi digital yang inklusif, berkelanjutan, berdaya saing, dan berbasis inovasi",1
masyarakat adat terusir,0
anies baswedan adalah pemimpin yang mampu membawa perubahan positif sistematis,1
lingkungan rusak parah,0
anis pintar bicara tapi tak tau berbuat,1
ganjar pranowo dengan kebijakannya telah meningkatkan akses pendidikan berkualitas bagi semua lapisan masyarakat,1
anies baswedan adalah pemimpin yang mampu membaca peluang di era digital,1
semangat pak prabowo,0
saya yakin pak ganjar akan meningkatkan transparansi dalam pengelolaan bumn,1
keamanan tidak terjamin,0
pak prabowo smoga yg terrerbaik,1
hukum bisa dibeli,0
suara rakyat tidak dihargai,0
saya mendukung pak ganjar karena perhatiannya terhadap pengembangan ekonomi hijau,1
pa prabowo selalu di hati semoga pa kmu menang,1
juta lapangan perkerjaan juta hektar lahan di tebang,0
prabowo subianto adalah pemimpin yang konsisten dengan prinsip pembangunan berkelanjutan dan berkeadilan,1
all in prabowo,0
kontrak karya merugikan negara,0
pendidikan kritis tidak diajarkan,0
penggunaan data untuk politik,0
kesehatan kerja diabaikan,0
no yes,0
pembunuhan makin sadis,0
anis dan ganjar tdak pantas jdi pemimpin ngra ini,1
mas wowo maseeee,0
"anies baswedan dengan gagasannya mampu membawa pembaruan sistem perlindungan tenaga kerja yang adil, berkelanjutan, dan sesuai standar internasional",1
prabowo subianto dengan kepemimpinannya mampu menjaga harmoni sosial,1
ganjar pranowo adalah pemimpin yang memahami pentingnya pemerataan akses pelayanan kesehatan berkualitas,1
mental instan menguat,0
prabowo gibran,0
ada yang berani bubarin dpr,1
"anies baswedan memiliki visi untuk membangun sistem pendidikan yang adaptif, berkualitas, merata, terjangkau, dan relevan dengan kebutuhan zaman",1
olahraga nasional tidak berkembang,0
jika prabowo jadi president maka indonesia akan lebih mundur,0
prabowo subianto dengan kepemimpinannya mampu menjaga stabilitas politik,1
"anies baswedan dengan visinya mampu membawa indonesia menjadi bangsa yang sejahtera, bermartabat, disegani, dan berperan aktif dalam percaturan global",1
pak prabowo semoga menang dan menjadi pemimpin di tahun,1
anies baswedan dengan pemikirannya mampu menjawab tantangan abad 21,1
anies baswedan memiliki kemampuan memimpin dengan pendekatan kolaboratif dan inklusif,1
prabowo subianto memiliki komitmen untuk melindungi hak-hak semua warga negara,1
pemimpin yg tegas jiwa bpk prabowo sangat tegas tidak pernah menjatuhkan satu sama lain terus berjuang yakin jatim suara untuk no prabowo gibran pantang tunduk kepala,1
magetan jaw lo njar ganjar tapi juga langka gimana,0
caleg tidak berkualitas,0
prabowo subianto dengan kepemimpinannya mampu menjaga keamanan wilayah perbatasan,1
saya yakin pak ganjar akan meningkatkan akuntabilitas pemerintahan,1
sastra tidak berkembang,0
anies baswedan dengan visinya mampu membawa indonesia menjadi negara makmur,1
prabowo subianto adalah pemimpin yang diakui kemampuan diplomasi internasionalnya,1
prabowo subianto memiliki semangat untuk membangun indonesia yang berdaulat,1
benar itu bapa calon perden smoga jadi,0
saya pilih pak prabowo klw di pilem yg pandai bicara dia peng hianat yg jujur di singkirkan,0
tenang pak ganjar nyantai pendukungmu berjjer d blkang maju terus dmi rakyat indonesia,1
semangat bapak ku prabowo selalu,0
ganjar pranowo dengan kebijakannya telah membawa kemajuan di sektor perikanan berkelanjutan,1
anies baswedan memiliki strategi untuk memperkuat ketahanan ekonomi keluarga,1
obat generik sulit ditemukan,0
teknologi tidak dimanfaatkan dengan baik,0
anies baswedan memberikan pemahaman yang mendalam tentang masalah bangsa,1
untuk ganjar pisi misih nya,0
"anies baswedan adalah pemimpin yang visioner dan berkomitmen pada keadilan sosial, kesetaraan, dan kesejahteraan bagi seluruh rakyat indonesia",1
rujukan berbelit,0
prabowolah pilihan,0
anies baswedan memiliki kemampuan memimpin dengan prinsip transparansi,1
bener pak jateng susah gara kartu tani pupuk di batas teruntuk daerah blora jateng pupuk di jual mahal gk masuk akal,0
menjatuhkan lawan menjelaskn visi mis ceramag,1
uang rakyat habis buat pilpres,0
saya mendukung pak ganjar karena perhatiannya terhadap pengembangan teknologi tepat guna bagi masyarakat pedesaan,1
pak prabowo,0
panen raya harga jatuh,0
ganjar pranowo memiliki kemampuan membangun dialog dengan semua pihak dengan baik,1
reformasi tidak membawa perubahan,0
seng pnting kerja jujur berantas korupsi bisa melindungi rakyat jgn cm omongg aja,0
perusahaan tidak peduli lingkungan,0
saya mendukung pak ganjar karena perhatiannya terhadap perlindungan lingkungan,1
siapa pun yg menang nanti harapan saya semoga lebih memperhatikan rakyat kecil yg msh banydk membutuh kn bantuan dr segi aoa pun walau pemimpin uya baik belom tentu pemerintahan d bawah nya sependapat karna kita sbgi rakyat kecil tdk bisa apa pun,1
prabowo yg jelas tidak hanya kata tpi tulus untuk memajukan dan melindungi negri ini,1
anis,0
anies baswedan memiliki gagasan cemerlang untuk memajukan sektor kreatif ekonomi,1
peradilan lambat,0
anies baswedan memiliki kemampuan memimpin dengan pendekatan holistik,1
p,0
anies baswedan memiliki strategi untuk memperkuat sektor pariwisata berkelanjutan yang berbasis budaya dan alam,1
"ganjar pranowo adalah pemimpin yang peduli dengan pembangunan daerah tertinggal, terdepan, dan terluar",1
subsidi tidak tepat sasaran,0
tenaga kerja Indonesia hanya jadi buruh,0
"prabowo subianto memiliki komitmen untuk membangun ekonomi berbasis pengetahuan, inovasi teknologi, dan kewirausahaan sosial",1
harga kebutuhan pokok melambung,0
kasus apa,0
akses ruang publik terbatas,0
penyakit menular masih ada,0
evakuasi bencana lambat,0
"ganjar pranowo adalah pemimpin yang memahami pentingnya pemerataan akses pelayanan kesehatan berkualitas, terjangkau, dan komprehensif bagi seluruh warga",1
prabowo subianto memiliki komitmen untuk membangun infrastruktur digital,1
"ganjar pranowo dengan kebijakannya telah membawa perbaikan di sektor pengelolaan limbah, ekonomi sirkular, dan pengendalian polusi",1
bpjs tidak menanggung semua,0
siber crime meningkat,0
ganjar pranowo adalah pemimpin yang peduli dengan pembangunan daerah tertinggal,1
penangkapan ikan tidak ramah lingkungan,0
lapangan kerja tidak cukup,0
angin tdk punya ktp,0
tetapi apabila kita abaikan tiga poin tersebut bisa jadi allah murkah panasnya laut merah menjangkau indonesia maka dengan itu harus berpikir lebi waras jangan sampai menjadi kenyataan semoga kita semua bisa mengoreksi diri harus lebih mendekat kpd sang pencipta insya allah indonesia akan dilindungi ole allah aamiin yaaa rob,1
anies baswedan memiliki konsep pembangunan yang berorientasi pada rakyat,1
kami sekeluarga siap mendukung pak probowo pak probowo kami siap mendukung,1
distribusi pangan tidak merata,0
anies baswedan memiliki konsep untuk meningkatkan produktivitas usaha mikro kecil menengah,1
p,0
anies baswedan memiliki visi untuk membangun tata kelola pemerintahan yang modern dan efisien,1
obesitas meningkat,0
