text,label
nomor,0
angin dari jaman majapahit gak punya ktp,0
pandangan anies pandangan licik bener sudah terlihat,0
aku cinta yang prabowo karena prabowo nyari menyayangi dan dia jago baju roket walaupun menyayangi,0
,0
,0
ngakak ekspresi prabowo ke anies pas di menit ke,0
dasa,0
sekarang rakyat makin sekarat,0
,0
p,0
salam perubahan,0
aniiiiis,0
anis,0
lah,0
hdr bnr bnr salut dari penampilannya biasa biasa saja,0
anis ini sepertinya suka jilat bibir ya kebanyakan omong sih makanya bibirnya kering,0
pak prabowo tidak merangkai kata tapi dia tulus adil untuk indonesia tdk banyak omong,1
pak prabowo bener bener blunder ya,0
ternyata yang pandai merangkai kata belum tentu di pilih rakyat,0
,0
,0
dan si anis rungkat wkekkwekekkekekekke,0
amin indonesia,0
saya juga menghormati pendapat suara ku,0
amin,0
amin ya allah,0
amin ya robal allamin,0
semangat pak anis yg jujur dan baik hati mudahan pak anis yg menang amin ya allah,1
ini lah jawaban yg tepat,0
betul dugaanku terima kasi pegemar prawbowo,0
perabowo,0
betul bpk perabowo semangat bpk perabowo,0
hidup pak prabowo ama mas gibran,0
prabowo gibran sampai mati,0
,0
dari pak anis saya banyak dapat ilmu baru dan pelajaran baru dimana kita harus berbohong dengan trik harus pintar bicara teori jadi bohong harus pakai teori gitu,0
ke tiganya sangat kualifikasi saya suka tiga nya,0
betultu pak anies,0
tetap no yg terbaik tetap pakprabowogibran yg terbaik dan tetap di hati,1
mantap,1
moga pak anis terpilih tp tolong usir kaum rohinga,0
prabowo presidenku,0
the best for,0
semngt pak probowa,0
sudah kalah lu tausah cerah manis ternyata asem,0
pragib menang,1
pak bowo hidup,0
hahah ko menyalah kan angin aneh itu kn ciptaan allah knapa bwa pak anis memalukanz,0
ganjar mang kolo ngomong adem gak gugup jos semoga jadi pemimpingbindo,0
,0
,0
di malaysia ganjar ngak boleh b jawabnya,0
tim yang baru nontn debat pasca pemilu,0
semangat terus pak ganjar kami mendukung pak ganjar mahfud,1
,0
koq pak prabowo kesannya kaya gak bisa di kritik ya nafsuan,0
y iby burn y yb,0
udah ngarep bangt tuh biyaya kampanye dari pemerintah tinggal ngomong ajah klo anda butuh biyaya buat kampanye,0
prabo semangat semoga,0
tosss dulu kak,0
elzilazila dan bagaimana ada menyuarakan pendapat di sini sangat terlihat kualitas diri anda begimana,0
tiga prinsif iman kreaktifitas jujur dan harus ada menggalang suaktu kerja sama yang baik,1
kalau cuma ngomong doang anak kecil pun bisa dri awal udah munafik ingkari katanya blum berkuasa udah berkhianat,0
prabowo musti naik jadi president,0
wow wow bagus sangatpak prabowo ku ini,1
yang pilih prabowo subianto dan gibran like gak ngemis,0
baru berani nonton biar gak jd pembully,1
bukan pendukung peraberoro tapi pendukung ganjar,1
ganjar biarpun kala tetap ber juang untuk endo nesia perjuang tetap tegak,0
alhamdulillah semoga tahun ini harga barang diturunin bagi warga miskin yang nggak mampu,0
sya stuju dan dukung bpk prabowo byk yng nilai debat kliatan ya lawan semoga shat slalu di beri umur pnjmg bpk prabowo orang ya baik hati tanpa men jatuhkan tuh dah menang dari hati sya per juangkan hidup mu bpk prabowo demi rakyat kita amin wrb,1
kasian pak probowo di lawan orang tapii ttp semangat pak probowo semangat ttp no prabuwo gibran yg akan memimpin negara kita salam jari buat pak probowo,0
waalaikumsalam warahmatullahi wabarkatuh,0
sombong ya pak ganjar,0
no bijak,0
no bijak,0
terbaik no,1
masya allah semangat pak anis,0
mantap pak prabowo orang nya bijak dana saya pribadi mengharap pak prabowo menjadi pemain negara indonesia yang jujur dan adil,1
debat ke lima capres,0
mnang kertas suara,0
jurang gk adel,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
pak prabowo,0
amin ttp smnggt,0
mantap siang jga,1
semoga korupsi kedepanya di hukum tembk mati,0
tetep abah amin,0
popoopopopokokpopooooooooooooopoppop,0
,0
kerjakan lalu katakan bosku,0
ichaa,0
amanah dan berani baru kecerdasan,1
amanah dan berani baru kecerdasan,1
amanah dan berani baru kecerdasan,1
,0
ujhgfmbr,0
ya allah moga no menang,1
,0
gagasan pak anies baswedan yg masuk ajal,0
,0
no menang,1
,0
aku setuju dengan pa probwo,1
semangat pak prabowo pokonya selalu di hati,0
asalam baba ku gy ku cintai aku masatakat yg kekurangan bapa keluwarga miskin aku mohon maf aku mohon bantiwan bapa calon aku balum punya ktp karna aku tidak punya uwang untuk biyaya meng ambil surat pindah dari kampung ku yg jauh dan aku mohon bantu lah aku untuk bisa bikin ktp sekali lg aku mohon maf,0
mantap pkk anis arahan nya,1
aamiinn yaalloh,0
smngt yaa pak prabowo nmr sllu dihatimu pak prabowo,0
bismillah semoga allah swt memberikan kita sht murah rejeki tahun akan dtg ada perubahan aamin allahumma aamin,0
alhamdulillah saya suhaibah mkjannah tinggal di tembilahan riau mengucap syukur alhamdulillah kepada pendukung pak anis,1
bili nmr tiga,0
di dunia ini kau paling gak ertika dan gak bermoral anis sama kayak pendukung mu,1
hukum tidak bermasalah nis kau etika mu mana nis ratusan miliar dana prabowo habis habis untuk kau jadi gub dki,0
tetap prabowo,0
anies baswedan terbaik,1
pak ganjar,0
pak gar menan,0
saya slalu dukung prabowo,1
tetep pak gemoy pemenangnya fix sih,1
anies,0
pak anies nombor,0
dari hasil debat ni bisa saya kasih nilai anies ganjar prabowo,0
dari debat debat ini saya lebih dominan dan lebih senang dan lebih bagus anies,1
pak gemoy ini emang paling asyik,0
entah lah pak prabowo the best pokoknya,0
menit ke sampe salah sebut nama,0
harga apa yang masih terkendali bbm,0
jangan janji pak ganajr,0
bpk ganjar tahun ko tdk ada bukti di setiap daerah,0
jangan kebanyakan ngomongnya bpk krna berujung tdk baik,1
sorieee,0
,0
ttp prabowo gk banyak omong tpi tegas sehat pk prabowo,1
semangat pak ganjar pranowo,0
pak ganjar pranowo pasti menang semangat pak ganjar pranowo dan pak mahfud md selalu di hati love you,1
untuk pak prabowo mana ada harga terkendali orang harga beras saja semakin naik dan naik trus harga tomat jg sangat mahal,0
pak ganjar pranowo dan pak mahfud pasti menang amin salam sukses untuk no,1
politik jangan tarlalu barsandarkan kepintaran mengomong diatas pentas musti melihat tingka laku tata cara harian yang barlaku di lapangan karena pintar mengomong sekarang anak s d pun pintar ngomong,1
satu kata untuk ketiga calon ini anies bijak prabowo polos ganjar sederhana,0
kekuasaan di kendalikanoleh partai,0
nomr,0
prabowa hidup,0
visi misi capres visi misi capres visi misi capres pertanyaan u capres ham di papua pertanyaan u capres keadilan pelayanan publik pertanyaan u capres diskriminasi antar kelompok masyarakat pertanyaan u capres pemberantasan korupsi pertanyaan u capres penguatan tata kelola partai politik pertanyaan u capres lembaga kekuasaa kehakiman anies bertanya pada prabowo terkait pelanggaran etik di putusan mk soal pencalonan prabowo gibran prabowo bertanya pada ganjar terkait pendapat mengenai angka pengangguran yang masih tinggi ganjar bertanya pada anies terkait pendapat mengenai pemindahan ibukota ke ikn prabowo bertanya pada anies mengapa masalah polusi udara di jakarta belum terselesaikan meskipun sudah terdapat anggaran yang cukup besar ganjar bertanya pada prabowo terkait kasus pelanggaran ham yang belum terselesaikan anies bertanya pada ganjar terkait posisi beliau terhadap kasus kanjuruhan dan km closing statement capres closing statement capres closing statement capres,0
ini yg rambut putih niuslim ya apa sholat nya lunas lima waktu,0
salam hadir,0
debat yg super super siapapun pemimpin pilihan kita nanti kami sebagai rakyat cuma butuh bukti bukan janji,0
mantap parabowo,1
ini bu yohana proud buat calon bpk ganjar gbu,0
b,0
ky wayang golek,0
pilih yg tidak munafik yg tidak merasa pang aing na,0
oh ada angkasa lagi ya,0
langit diatas planet iya betul,0
tepuk sebelah tidak akan bungi selalu maaf ya,0
mana ada manusia hidup selamanya dunia wi waktu sekarang atau waktu sdh lepas,0
setau sy cacing itu hidup dalam tanah bukan diatas tanah,0
maaf setau sy hewan dari dekat lihat atau jauh harimau bukan kucing,0
kok setiap org bisa putar lidah dalam mulut wahai engkau kata apa mana ada waktu tunggu waktu jg dunia wi anda,0
prabwu harus jd prsiden,0
angin gerakan awan bisa hujan jg,0
keren,1
kerren nte nulis panjnag yeah itu saja,0
,0
mantap pa prabuwu kami pilih bapa prabuwu mantap,1
klau sya sih pak parbowo soalnya pak prabowo kan mantan militer pasti lebih tau gimna keadaan negara indonesia,0
amin par owpo amin tspi solog ki bali lei o isiya lami susa,0
amin yaalah sulug lami amin tapi tolog lami,0
isal ah yg lami aulug yg bari isol alah amin,0
amon lmi bedula etah untu pemipin i donisiya amin tapi selnjun yanagi lmi batiwan di peratawiean ini,0
salut pak prabowo,0
prabowo gibran,0
kalau diamati pak prabowo ni meskipun gak banyak yang disampaikan tapi kelytan tulus ingin membuktikan kata tutur pak prabowo keoada rakyat nya,0
biasanya pemimpin yang baik dan adil tu yg cerdas tapi gak banyak liku nunjukin kehebaatannya pak prabowo tetap semangat dan semangat,1
imin pencuri pkb,0
prabowo,0
ganjar,0
pujangga,0
all in prabowo,0
aku sekarang,0
sorry ye,0
bagusssssss,1
paanis president,0
sangat trlihat jelas pak anies dan juga pak ganjar sangatlah menjatuhkan pak prabowo trs menerus tapi pak prabowo santai aja tidak prnh menjatuhkan lawan capres nya semoga allah lindungi pak prabowo aamiin yrb,1
amiin,0
kalo tidak ambisi dengan jabatan kenapa harus x nyalon dan soal nyerang menyerang yah wajar namanya juga debat dan ini bukan debat ecek ecek ini debat capres jadi wajar saling nyerang menyerang untuk membuka fakta agar rakyat fikiran nya terbuka,0
,0
prabowo jayaa,0
gb zv bcszgxf,0
mp instal semua negara ada polisi pm tentra ikut peran serta sy siti waidah mohon sy di jambi di depan hotel pundi sejati di pempek rizky,0
komentar dari sy pribadi siapa yg jadi president semua bagus saya mohon pertolongan karena masa laluku itu buat putriku anak seken pragita anggani sy pribadi jadi takut berapa org jebak maksa agar putriku jd perek karena ada mata nya maluku buat siapapun jd bpk president tlg di tentang pelacuran sy tdk mau anakku jd perek usianya tahun karena mereka org maen duit di bye tegakkan hukum mhn yg ada andi sdh thn ikut maen mohon di periksa di penjara mp saya bkn siapa semoga salah satu dari bpk terpilih selamatmalam,1
anis lah,0
sy yakin bapak prabowo pasti menang karna pak prabowo tu tegas dan tidak goyang dengan kritik sainganx,1
sori iy pak anis,0
harga masih terkendali bahan pokok masih terkendali berarti berita minyak goreng bahan pokok dan bbm itu cuman mimpi doang ya,0
saya ikut yg menang aja,1
pak ganjar semoga menang dari prabowo,1
,0
pertama tama wowo ngegas sok jago ujung ujungnya mewek sekebon di sosmed wkwkwk,0
that voice and colorblind why this is too similar,0
,0
bodok kali prabowo,0
mau di ceritanya,0
hoak kl sd duduk lupa,0
sorry yeeeee soorrryyy yyyeeee,0
,0
lanjutkan bpk banjar,0
ganjar prabowo anis,0
all in prabowo,0
prabowo,0
tidak takut tidak punya jabatan nyapres bertubi tubi hypocrite,0
harusnya ganjar wakilnya gibran cocok ituuu,0
pak ganjar kece,0
nmr urut,0
nmr urut yg bisa memimpin negara indonesia karena org yg punya pengetahuan,0
nmr urut ok,0
nmr urut k,0
pokoke mantap pak anies,1
all in amin,0
siapa pun itu pempimpin kami yg kita minta a ma nah itu ajh jgn cuman pas begini ajh semua bijak,0
bawaslu koplakk itu penonton didiemin aja bersorak saat capres bicara,0
yang jelas siapapun jadi kepala negaranya nanti harapan saya indonesia tetap maju dan maju,1
anis pasti menang aamiin,1
coblos semua aja gak ada uang nya kok wkwk,0
salom saya harap bpk jangan janji kepada km rakyat kecil yapk,0
,0
bissmillah pilih pak anis,0
,0
no tetap yg pertama,0
semangat pak perbowo,0
sorry ye,0
tegass dan lucu itu lah prabowo,1
,0
coba liat vidionya,0
semangat pak ganjar,0
pak ganjar,0
,0
semua juga baik bagus mana aja yg amanah dan di ridhoi allah swt,1
pak prabowo dan pak ganjar pranomo hebat,1
ngakak nnton giliran prabowo yg bicara dari mulai sampai habis hampir ga ada isinya alias kosong heran sama pendukung kakek ini,1
wwowow emosi,0
saya tidak gila jawaban mas anies sory yee sory yee tapi buktinya sudah kali nyampres itu apa namanya klo bukan gila jabatan,0
pilihan gua pribadi pilih anies baswedan kenapa karena anies baswedan itu pintar agamanya baik ibadahnya baik imamnya bagus makannya aku milihnya anies baswedan,1
woy ganjar capres visi misi bukan curhat,0
,0
awyg dan berkualitas namun dengan harga yang terjangkau dan berkualitas,0
pekerjaan sudah banyak tapi gajinya sama kebutuhan pokok lebih mahal kebutuhan pokok itulah yg harus dibenahi,0
siapapun presidennya saya yakin omongan mereka ada yg dilanggar nanti,0
smgt terus untuk pak anies baswedan smg allah swt selalu menjaga dan melindungi pak anies baswedan aamin ya allah ya robbal alamin,0
bagus pa pabowo semangat pabowo kibaran,1
,0
masalah papua rumit krn klo g rusuh gak cair,0
anis orgnya kek gimana gitu yah,0
keliatan bgt klo ganjar itu orang nya gk bisa di percayai blom apa udah menjatuhkan udah gitu gampang bgt tensi an,1
,0
all in,0
,0
pret,0
prabowo gibran,0
prabowo gibran,0
,0
anis mantap,1
jangn percaya wowo omon doank,1
,0
,0
jangn percaya wowo omon doank,1
kacang lupa kulit nya,0
iya pak malaikat jibril,0
gamaaaa,0
no presidenku,0
siapapun yg jadi presidenya nanti saya berharap di adakan program tranmigrasi lagi dan lapangan kerja di perbanyak dan pengentasan kemiskinan itu program utama,0
para netizen jngn pernah mnjelekan atau mencaci calon seorang pemimpin krna kita belum tentu lebih baik dari orang yg kita jelekan atau yang kita caci saya sbgai masyarakat biasa cukup menyimak tanpa harus menjelekan sseorang mana yg menurut kita baik adil jujur itulah yg kita pilih,1
lanjut,0
anis baba,0
,0
amin,0
di tunggu program hapus blt pkh dan bansos lain percuma yang mampu dapat yang miskin gigit jari debat itu cuma adu teori kalo yang pinter ngomong bakal menang debat tp belum tentu bisa kerja,1
bapak juga sebagai kurpsih bapak sebagai munafik korupsi itu di pendukung bapak prabowo,0
ganjar no,0
amin yes,0
ekonomi aman gmn harga sembako melambung tinggi,0
prabowo all inn,0
anies,0
siapapun yg jadi presidennya percayalah klo lu ga kerja lu gabakal punya duit,1
pk prabowo kurang kata tp tdk menyindir pemimpin yg lain,0
ganjar salamnya hanya syalom yang tak di ucapkan mungkintakut,0
bapak anies baswedan,0
aku slalu mendukung prabowo,1
prabowo yg terbaik bukan yg manis kata bicara banyak puitis itu nantinya nol nol nol kerjanya,1
,0
buka mata buka telingga masarakat siap dukung capres dan wakil pilpres,1
semoga allah menangkan pak anis baswedan,1
pak anies hebat banget aku suka sama fisi misinya dan caranya untuk berdebat,1
anis bus medan tau apa,0
enr tapenerimaan pegawai harus baik betul kwalifait,1
prabowo selalu menghindar dr pertanyaan jwbn dr pertanyaan capres lain tdk dijawab malah ngeles hahaha koyok tong kosong nyaring bunyinya ketahuan mana yg memang pinter sm yg sok pinter yg hanya menginginkan kekuasaan sakno pak wowo wowo fix pengikut prabowo adalah smsm tong kosongnya,0
hele lamu,0
ikut,0
anis bicara nya selalu agah yg duduk blkng nya kayak nya sama agah,0
pokoknya amin paslon bukan ingin memberantas koropsi tapi ingin menyelamatkan para korupsi dan menyelamatkan diri sendiri yg jg koruptor dia pak wowo koruptor hebat bersama pak wiwi,0
harga terkendali mahalnya mi barng,0
membenarkan omongan lawan setelah dengar baru paham,0
namanya aja mantan dari alat negara dan pasukan yang sudah di tembak dan mati apakah sudah di tegakkan hukum atau tidak,0
ganjar lama logatnya ke bawah anies anies,0
semua pda takut klau bpk anies jdi peresiden indonisia kerena maling keropsi semua akan lenyap makah dr itu pda tkut sm bpk anies jdi perediden bnyak org cibong mali menguatkn untuk manjatuhkan bpk anies untuk gagal jdi peresiden,0
itu bpk anies hrus jadikn peresiden indonisia pasti ada kemajuan pasti itu bpk anies jujur mengikuti perintah allah bijak sana adel,0
awas hti bpk jokowe banyak maling nya bnyak cibong nya hti smg bpk anies dn semua pengikut nya,0
mana jg gk nyambung stiap prabowo menjwb pertanyaan dr capres lain ketoro se gktau bingung mau jwb apa krn terlalu banyak salah yg dilalui bisa diliat jwbn dr pak anis ttg polusi kesimpulan yg diambil oleh pak wowo hanya angin bahaha rakyat saja bisa mengambil perumpamaan yg disampaikan pak anis kok pak wowo gkpaham pak badannya aja gede otak bocah sd,0
silviinsania h q sebenarnya sih yg ingin dimaksud itu anggaran nya yg sampai t itu ga ada hasil,0
terimakasih mncsare nomorduwa pakprabowo masgibran indo,0
dri pertama prabowo nyapres udah males milih apalagi sekarang ganjar pranowo,0
pak ganjar pranowo masih yang terbaik buat indonesia dengan orde baru,1
yoii ordal dong,0
,0
semoga sukses bp probowo menjadi peresiden aminaminamin,0
terus bangkit ganjar no pasti menang,1
pak gemoy,0
intinya turunkan harga sembako yg makin melambung tinggi,0
sudalah sebaik nya nasdem pindah ke ganjar atau prabowo mumpung ada waktu kasihan caleg di daerah lain,1
pak anis pasti menang,1
gak sengaja pencet emote,0
selagi korupsi masih ada visi misi tk kan berhasil bagiku pak prabowo yg terbaik,1
pejabat pejabat jadi takut sama paslon urut dan,0
saya golput klo memang rakyat yg membuat keputusan akan tetapi pak prabowo sudah meyakini akan menang dalam pemilu yg akan di selenggarakan nanti,1
pak prabowo mengatakan tidak takut tidak punya jabatan mungkin itu mengandung makna bahwa pak prabowo sudah pasti menang jadi untuk apa diselenggarakan pemilu jika pak prabowo sudah berasumsi pasti akan menang,1
pilihlah no atau,0
uw,0
anak nya pilih anis kok papa nya pilih prabowo,0
presidenku,0
lanjut kan,0
kebanyakan janji doang,0
anis mulutmu terlalu manis prabowo kelihatan dr hati beliau org kaya gaji menhan aja tdk dia ambil benar ongin mengabdi bagi negara,0
amiiiiiin no akal sehat,0
anies baswedan cyayoooooooo love anies baswedan,0
dari semua visi dan misi cuma pak ganjar yg sy cintai,0
prabowo,0
teatp prabowo,0
makin yakin sama pilihan harus milih siapa,0
,0
yg sabar pak prabowo anda pasti menang,1
anis tidak pernah kagok dalam pembicaraan,0
anis tukang tipu e izin pembuatan rumah ibadah di harta lebih banyak ka banjir saja tak bisa di atasi baru gila,0
prabowo tersendat dengan pertanyaan mengenai ham di papua anis itu omongan saja yang baik tapi pelaksanaan nya nol,1
,0
pak prabowo sama gibran pakeanya sederhana,0
semangat pak prabowo,0
tuntas kan korupsi smpai akar akar nya pak prabowo dr desa desa,0
saya ikut orang yg lain byk pilih saja soale aku bingung juga yg mna yg pas nyaa aku udah byyk pikiran soal msalah ipar mertua otaku sudah penuh jdi ngikut aja deh,0
bp ganjar pranowo bp mahfud md the bestt,0
prabowo menang dukungan doang sih mana pendukungnya berisik banget lagi tiap prabowo ngomong udah tau paslonnya susah merangkai kata mereka malah berisik,1
senang sekali baca baca komen rata positif masyarakat mulai belajar,0
terlihat sekali capres bukan menyampaikan visi misi malah menjelekan pemerintahan yg sedang berjalan dan berusaha menjatuhkan org agar mencapai kemenangannya berbeda sekali dengan capres yg menyampaikan visi misinya dengan tegas dan mantap ingin memberikan yg terbaik untuk indonesia dan memperbaiki apa yg harus d perbaiki semoga pak prabowo di beri kesehatan keselamatan dan kemudahan,1
untuk membandingkan calon pemimpin bangsa saya sarankan untuk rakyat indonesia menonton dan mendengarkan secara seksama depat capres cawapres dari depat pertama dan terakhir mudah mudahan ini bisa untuk membuat masyarakat indonesia membandingkan mana calon pemimpin yang baik dan mensejahterakan masyarakat indonesia,1
,0
bohong itu,0
bagaimana degan anak lulud dekolah untuk bekerja jsgan mereka aja yg dibicarakan supaya meguragi pegangursn berjuta org,0
prabowo okeiii,0
anis gadolll,0
maju terus pak perabowo,0
komen tidak akan sesuai dengan omongan beliau,0
ye allah semuga pk anis mennang,0
cah enom all in prabowo,0
hidup prabowo gibran kami selalu mendukungmu semangat sehat dan sukses selalu aamiin,1
hadir,0
wowo merasa terzolimi terserang kerjaya memperkaya diri smpe tanah ratusan hektar,0
kalau mau nyalon banyak janji tapi kalau sdh jadi ilang semua janjinya,0
saya terharu,0
semoga pemimpin indonesia terbaru thn di rahmati di berkahi di lindungi allah swt rakyat nkri jd hidup sejahtera adil makmur tdk ada kemiskinan umr pegawai peringkat no dunia nilai rupiah tertinggi no di dunia kurs mata uang dunia kesehatan pendidikan no peringkat di dunia korupsi tdk ada di indonesia di berantas smpai akar nya peringkat di dunia indonesia tdk ada korupsi peringkat no di dunia hidup aman sejahtera di indonesi hukum adil no peringkat no di dunia aslmlkm ww,0
aminnn aja qobul ya allah,0
hidup prabowo gibran,0
katanya dari sabang sampai merauke tapi di daerah saya kok ngk pernah datang,0
kolaborasi antara lembaga hukum dan masyarakat memberikan hasil positif dalam penegakan hukum,0
q,0
,0
apapun alasannya tetap prabowo dari sni aja udah bisa dilihat sipaa yg berambisi,0
aminkan indonesia,0
heran mata banyak orang pada ketutup ga ngeliat kalo sebelum pilpres aja udh ngubah aturan,0
tong kosong nyaring,0
pak ganjar benar,0
pa anies orang cerdas dan orang jujur dan cocok jd pemimpin dinegara indoonesia,1
mantap penjelasan dr pa anies,1
bpk ganjar boleh,0
bpk ganjar boleh,0
prabowo putaran,0
janji janji enggak janji engga menang,1
jujur ngakak bgt yg ditanya apa yg dijawab apa pak udah pak pensiun aja menikmati harta pak,0
mantp prabowo,0
hebat pak anis cerdas lugas tegas dan tetap santun bijak berwibawa hidup amin,1
,0
pembukaannya aja udah mau jatuhin lawan,0
pak prabowo dan gibran pasti akan menang,1
hallooo maaaf tolong kah jangan bawa papua,0
apakah perabowo dan gibran seluruh rakyat indonesia capers persiden,0
pupuk langka betul di sumatera itu btul,0
pak anies,0
smangat pak prabowo,0
maklum kak udh tua jadi ngelantur,0
ngomong apa kau ni bdoh,0
smga negara kamiiii tambah sejahtraa amiiin,0
setuju dengan carpes no,1
pak probowo yg terbaik untuk sekarang ini,1
selalu di hati,0
tidak jauh beda dengan ibu megawati prabowo ini emosian orang suka sombong katanya anies gak ada prabowo gak jadi gubernur apa bedanya sama banteng,0
hidup pak prabowo insyaalloh bpk akn trpilih,0
mantap pa prabowo semoga tersemoga kan atas ijin allah pak memenangkan nya amiinn amiinn,1
anis bac t,0
kami rakyat semua nya apapun cerita tetap bersama pak anies bsswedan sebab tahun tahun kemarin udah merasakan keluk kesah tentang pemimpin yang udah lewat tidak becus melayani masyarakat seluruh indonesia,0
ngomong sampai mati luh pak anis tetap sy tdk nyoblos namamu lbh baik sy golput seumur hidup dri pada sy pilih pak anis,1
hanya pak ganjar sajah yang bisa melihat kami orang papua,0
cuma pintar ngomng tapi kelakuan nya tdk sesuai dengan apa yg di sampaikan bukti nyata terang terang kasus dan pemiliu uda korban jiwa sampai belum selesaikan,1
sorry yee,0
semoga sehat semua,0
anis gak nyambung,0
pingkankiyowo nah betul bangett coba sebelum memilih itu liat dulu visi misinyaaa jangan jadi orang yang asal milih karna tersugesti banyak orang yang memilih paslon tersebut gali informasii dan jadilah warga negara yang cerdass,1
prabowo yessss,0
